formula,id,band_gap,formation_energy,energy_above_hull
Na10Nb7In(SiO4)12,mp-2713494,2.7723,-2.939120944,0.035359791
Li5Cu2Ni3O10,mp-756021,0,-1.445628346,0.031247639
MgSb2(H4O3)6,mp-24696,3.2815,-1.436995416,0.03007369
LiEr2Tc,mp-867139,0,-0.072379536,0.021101869
BS2,mp-540668,2.437,-0.728328292,0
Na3Y2Ti2P5SO24,mp-2716073,2.3422,-2.969898442,0.041416092
Cs3NiF7,mp-17450,0.8735,-2.540416025,0
Li11(FeO3)4,mp-849463,0,-1.866910086,0.115168791
K2CoSe2,mp-8768,0,-0.858034861,0.040880592
Sr2MgZn2Sn2(PO4)4,mp-1233908,2.2433,-2.571622791,0.134423223
Tb3Ge5,mp-2321,0,-0.796894801,0
NaB3H8,mp-1191970,5.4353,-0.243835639,0.02856436
K2MnHgF6,mp-1111955,0.3587,-2.604453137,0.038886335
Mg14MnMo,mp-1028059,0,0.184583978,0.184583978
MgMn5O9F,mp-2232925,0.7564,-2.052930702,0.130116539
ZrTe5,mp-605,0.0192,-0.583654094,0
Ce2Se3,mp-32578,0,-2.100741785,0
AlV6Sb,mp-1228831,0,-0.206290146,0.009849448
Mg6CuSn,mp-1022113,0,0.014594901,0.10944162
MgCo6(O5F)2,mp-2230187,0,-1.361218796,0.222954108
TiP,mp-696572,0,-1.007463052,0.280597836
Mg14CdCuO16,mp-1035261,0,-2.756755298,0.04267301
MnAl2Sb2(PO4)6,mp-1221856,2.9471,-2.632639698,0.006788357
MoWSeS3,mp-1027624,0.4705,-0.819497784,0.05083114
Li5Fe3(SbO5)2,mp-1275686,1.0172,-1.927050602,0.044144983
Mg14AlSnO16,mp-1036646,0,-2.7795945,0.201349604
MnZn2WO6,mp-1291397,1.9934,-1.949770955,0.093948743
V4HC3,mp-1216447,0,-0.493426733,0.007497743
Nd2Sb,mp-12049,0,-1.013258747,0
Hg3AsO4,mp-556339,1.7517,-0.808472204,0.00334562
Na2AsAu,mp-7773,0.4175,-0.596101208,0
RhN2,mp-2831849,0,0.1165637,0.1165637
Sm2Si3Ni,mp-1219157,0,-0.72087542,0.147344614
Hf2N2O,mp-775799,2.0167,-2.531297101,0.001383754
Li3Fe(PO4)2,mp-757451,1.1261,-2.491322713,0.08731325
LuScPd2,mp-974065,0,-0.94875326,0.011264493
Cs2NaCrF6,mp-557047,3.6721,-3.100027896,0
Tm2MgSi2,mp-1206569,0,-0.654656977,0
Li2Zr2(PO4)3,mp-773052,0,-3.006821821,0.098267361
PmMgO3,mp-1186600,0,-2.818325097,0.312897661
ScH10N3O14,mp-1196702,3.1846,-1.33992106,0.00168193
Na2LiEuCl6,mp-1113918,0,-2.047825862,0.163626404
ZnP2W2O9,mp-1041044,0.7317,-2.142383606,0.161022785
TmMn12,mp-980811,0,-0.018925867,0
KGd(BH4)4,mp-1194808,2.4168,-0.400672877,0
ZrO2,mp-776427,3.3334,-3.726481032,0.060921093
Y8Cu3(GeS7)3,mp-1338522,0,-1.534417809,0.069785772
U2Re2C3,mp-1025230,0,-0.177808105,0
Rb2Be3Cd2F12,mp-13614,5.3334,-3.138434192,0
TiGa,mp-2767,0,-0.471635715,0
RbHS,mp-2420465,1.4435,-0.69971846,0.23310235
LiVPO5,mp-757445,1.1022,-2.582329542,0.081276553
Mg14CdCO16,mp-1033739,1.0854,-2.57979799,0.268316556
Si2Ag9NO11,mp-1219350,0.1753,-1.135382232,0.028990906
Na2Mg(NiO2)2,mp-2217469,1.3291,-0.805277195,0.887849429
Y3AlO6,mp-1101169,4.7324,-3.787754719,0.052136589
MgGa2,mp-1094659,0,-0.029108118,0.090466743
SrMgF4,mp-561022,6.6872,-4.003735184,0.021730075
MgSe2O5,mp-16771,3.0277,-1.754712265,0
Mn4Fe2Sb3,mp-1221870,0,0.01655959,0.100795907
CuPb2(BrO)2,mp-1147565,0,-1.027158537,0.273398447
Y(Ni2As)2,mp-1104069,0,-0.6200217,0
NaNi2P2O9,mp-1094125,0,-1.904556122,0.128551688
MgTe4Mo4(SeS)2,mp-2219467,0,-0.685618786,0.200392701
Nb4NiP,mp-1103609,0,-0.439043052,0.057898521
Ca3LaTi2Cr2O12,mp-1227769,0.7309,-3.228542493,0.020312151
SrCrO3,mp-755321,0,-2.545286743,0.096432393
GdPS,mp-1191365,0.2727,-1.760836691,0
Mg30FeBiO32,mp-1037419,0,-2.853498076,0.085325908
KMg14BO15,mp-1035645,0.8123,-2.573599879,0.340479126
Mg6TiAl,mp-1023400,0,0.087275071,0.189011204
UAg2(WO5)2,mp-705061,1.0358,-2.176965868,0.014999232
Mg6SnBiO8,mp-1031414,0,-2.252309672,0.429755006
Cs2NaSbBr6,mp-1112142,2.556,-1.690796929,0.013583241
CaSmMgNbO6,mp-1227140,3.582,-3.402813018,0
HfCo2Sn,mp-20730,0,-0.395128034,0
PrEuNbFeO6,mp-1523150,0,-2.855162454,0.253513582
CeAsO4F,mp-1193745,1.4955,-2.841350661,0
NiSn(PO4)2,mp-757910,2.39,-2.308357595,0.030444598
Na14Hf4Ti4Si11SO48,mp-2714456,2.7686,-3.065062639,0.027514824
Mg2Ga,mp-1094674,0,-0.047960861,0.068699659
Ba3GeO,mp-17833,0.3566,-1.438939542,0
CeSe2,mp-1080356,0.9452,-1.395789453,0.520488984
CsEr(NbBr3)6,mp-569903,0.6951,-1.571416642,0
Li(CoO2)3,mp-1285961,1.0358,-1.34642563,0.027257412
Mn6PtRh,mp-1221683,0,-0.145111893,0
OsC2,mp-1008835,0,0.601155245,0.601155245
Pu3Ta,mp-1186826,0,0.20570158,0.20570158
YSnO3,mp-1412687,0,-2.160820975,0.810402517
Na2La3Nb5Si6(SO8)6,mp-2713869,1.4526,-2.728569259,0.111375031
SrAgGe,mp-1218537,0,-0.452680056,0.017854054
CaAl2SiO6,mp-1019586,4.5363,-3.425640239,0.01682405
Hf2CoCu,mp-1096112,0.0845,3.140123498,3.496348217
Mn6O5F7,mp-780461,0,-2.398198677,0.091519076
Nb2VMo,mp-1095742,0,4.316059317,4.366833292
Tb3Ga5,mp-1197290,0,-0.749750685,0.026487537
HfMo2,mp-2363,0,-0.173352725,0
ScVOs2,mp-1093806,0.1121,3.512017456,3.883295463
Na14Sc4Ta4Si11SO48,mp-2714578,3.4592,-3.028295655,0.038588108
SrYMg6O8,mp-1032600,0,-2.829338478,0.26123242
Na5Bi2As(CO4)4,mp-774869,0.4649,-1.85550644,0.086356303
Li2U(MoO5)2,mp-663540,0,0.667166323,3.213126521
Nd6Nb4Al43,mp-1210336,0,-0.356743392,0.015463996
Ti2VTc,mp-1096234,0,3.48368472,3.743034709
LiFe2(BO3)2,mp-759537,1.6146,-2.264606178,0.062005311
LiFe2C2O7,mp-1176733,1.7614,-1.772054608,0.114886951
Mn2Ni(PO4)3,mp-759483,0,-2.267758525,0.038454545
Mg14CoBiO16,mp-1034825,0.4737,-2.688404862,0.137517251
SrMgF4,mp-1095258,6.7182,-4.000824218,0.024641041
Fe2Te2Ru2(CO)11,mp-651724,1.6949,-0.717704309,0.460099492
TiNi,mp-1067475,0,-0.324108792,0.071746235
DyAlNi,mp-1225382,0,-0.510499318,0.092630576
EuCo2SiGe,mp-1225172,0,-0.560107186,0
Li2FeF4,mp-777418,3.833,-2.89147944,0.028556166
Eu2CrSbO6,mp-1516449,0,-2.616607038,0.132978928
Li5Fe2P2(CO7)2,mp-768667,0,-2.307412448,0.034855742
Sr2Ca6TiMn7O20,mp-1076877,0,-2.687886237,0.071306874
Li4FeP2O9,mp-757582,1.1233,-2.419718002,0.090287799
MgSb,mp-1094585,0,-0.093204424,0.263571692
SnO,mp-999142,0,-0.970343794,0.445494848
Li2VP2O7,mp-752820,2.8277,-2.644717863,0.041626629
HW2C9NO10,mp-1224650,1.8539,-0.685286494,0.58673334
Sr2Li2Nb4O13,mp-753864,1.4216,-3.086361706,0.027410544
Be3Si3(WO6)2,mp-1047959,3.6665,-2.66446092,0.195321732
Ba2NdCoCu2O7,mp-1214600,0,-2.192502366,0.023050694
La2I2O,mp-1211271,0,-1.445405116,0.982086987
Ba4Co(ReO6)2,mp-1106249,1.536,-2.625236633,0
K3Si3N5,mp-1247442,2.2395,-0.806337892,0.106604271
Mn7SiO12,mp-3224,0.2567,-2.234286728,0
CoAsS,mp-613314,0,-0.182195889,0.298117596
InCu3PbSe4,mp-1181068,0.9191,-0.197858919,0.251359655
US2O9,mp-1201369,2.2009,-2.35427349,0
MgFe2(NiO3)2,mp-2223661,2.6607,-1.631505314,0.186826001
Fe3Ge,mp-20344,0,-0.156686391,0
CeB2Ru2Rh,mp-1226655,0,-0.5898616,0.000496695
La3Bi3O11,mp-772194,0,-2.494399562,0.031062892
FeSb2,mp-20714,0,-0.1560038,0
Ti17(NO4)6,mp-779454,0,-3.050630266,0.037622034
Ca6Ag16N,mp-542496,0,-0.315113251,0
Li7Mn4CoO12,mp-1175266,1.1879,-1.896988439,0.201909006
Mg149Fe,mp-1185592,0.0553,0.015586644,0.015586644
SrAlIn,mp-1218590,0,-0.336328537,0.014459134
MgNb2V2O10,mp-2232321,0.7631,-2.716655477,0.148359822
Na3La(AsO4)2,mp-1210455,3.2946,-2.28554833,0.10258846
ZrScPt2,mp-1097155,0,1.863838164,3.01900097
Li2MnCr2O6,mp-850919,0.5197,-2.234276247,0.139193024
Na2CS3,mp-28810,1.215,-0.715536911,0.094905967
MgHg(SbO3)2,mp-2222865,0.4146,-1.762040392,0.23692307
Ba3Mo2(P2O9)2,mp-554339,2.384,-2.847981077,0
CoSb(CO)3,mp-562220,1.6035,-0.710356341,0.372627215
SrHfMg6O8,mp-1033438,0,-2.678607538,0.409548373
Li10Fe5Co3O16,mp-763869,0.2833,-1.784542714,0.084566785
Ba2In2O5,mp-20546,0.919,-2.420001497,0
Li9Co7O16,mp-1175394,0.7617,-1.694976718,0.0603029
K3Bi5(PO4)6,mp-565692,3.9595,-2.461944588,0.003058508
LuTiSi,mp-20478,0,-0.738929879,0
Li3Mn(CuO3)2,mp-756973,0,-1.638152957,0.090411677
BeH8(NF2)2,mp-604245,6.6477,-1.555997691,0.009732543
CeGe2,mp-21055,0,-0.573138127,0.037516077
Li3MnF5,mp-779355,4.3604,-2.996435668,0.103637674
La3Pm,mp-1185112,0,0.023893924,0.023893924
Nd(NiSn)2,mp-20000,0,-0.531186059,0
LaOsN3,mp-989564,0,-0.55917339,0.053189756
Tb2(Al3Ir)3,mp-1208552,0,-0.867488828,0
Li2AlAu,mp-1096348,0.7463,0.925721724,1.337001014
Li5V3P8O29,mp-765080,0.2928,-2.610771098,0.038827761
Co4Sn(CO)16,mp-562267,2.1266,-0.807256892,0.4058632
CsZn4(BO3)3,mp-1019723,2.826,-2.148262245,0.006494926
Li2CrFe3O8,mp-769871,0,-1.793042177,0.128191601
VCr2O6,mp-1101261,0,-2.210349549,0.04445751
KFeP4(H2O7)2,mp-758349,2.6574,-2.257900158,0
Na2SrNd2Ti5O15,mp-532802,2.1166,-3.432437313,0.0107778
Zn10Ni(B4Rh9)2,mp-1203945,0,-0.389579379,0.015445495
InCuAu2,mp-1095831,1.3736,1.006712346,1.123378241
SrClO,mp-1206531,0.7333,-2.166848311,0.26963637
Ca(BiO2)2,mp-1327938,1.7245,-2.08888377,0.063070475
BO3,mp-1192099,0,-0.76648476,0.834986269
Mo2O5,mp-1043432,1.5102,-1.854254021,0.110911663
SnHg2(SBr)2,mp-1194529,2.1758,-0.608249006,0.132909873
Ca3Mn2O12,mp-1214143,0.0804,-1.479424842,0.399552498
Pr,mp-568938,0,0.112431278,0.112431278
RbMg14Sn,mp-1028290,0,0.11646634,0.151297573
Mg6ZrW,mp-1022484,0,0.313275132,0.340624181
Li2Mn2F7,mp-765055,0.1208,-2.93812895,0.051945724
PuAsO4,mp-1209622,0.06,-2.346230474,0.094413003
Cs2YAuF6,mp-1113108,2.0605,-2.316218171,0.817142175
Zr2SiMo3,mp-1215536,0,-0.393723475,0.058417059
Li11V4F24,mp-760823,0,-3.170205567,0.028562154
Li3Al(FeO3)2,mp-770750,1.9011,-2.259796917,0.066990701
NaCoO2,mp-1221066,2.069,-1.457986482,0.097365835
Mn(InTe2)2,mp-675577,0.0425,-0.524147308,0.003666426
ZnS,mp-555773,2.0281,-0.961835212,0.00038221
B3H5N3,mp-1214811,4.8954,-0.751871641,0.018844173
Li2Ti2V3O10,mp-1305884,1.2225,-2.813601766,0.051681012
Ni3Sn,mp-1080147,0,-0.178379371,0.007484161
Gd3Co29(Si2B5)2,mp-680293,0,-0.396130755,0
Rb2LiScF6,mp-1113703,6.7042,-3.584582854,0
Mg14SiCO16,mp-1034591,0,-2.564835147,0.414616619
LiVCrP2(O4F)2,mp-760260,0.8559,-2.724424322,0.007188055
RbSn2(PO4)3,mp-1179711,3.3458,-2.537275565,0
SnB4O7,mp-13252,3.572,-2.389230579,0
Sr2MgCo2O5,mp-2217072,1.7157,-2.135536125,0.208956219
Li4Fe3(NiO4)3,mp-758854,0,-1.505629354,0.059829968
MgMoH2O5,mp-24620,3.8857,-2.029391848,0
Na3LaSiSn(PO6)2,mp-2715260,2.0419,-2.754367934,0.119867226
YV5(H12O13)2,mp-1203975,2.4156,-1.712672843,0.02159979
TiNi2Sb,mp-10261,0,-0.402608968,0.098220999
LiAl2H4Pb2(O2F3)2,mp-1236388,0,-2.435787023,0.102258713
Nb17Ir3Se40,mp-674017,0,-0.979524377,0.102455817
La2Nd(GaO3)3,mp-1223331,3.4333,-3.07930733,0.040787213
Nd(Ni2Sn)2,mp-1104209,0,-0.410251471,0
Sm2GeRu3,mp-1219394,0,-0.398145919,0.054754476
Er5Ir3,mp-1189715,0,-0.823782893,0.035936253
Na4Ge2Te5,mp-28107,1.0023,-0.720424225,0
La2ZnBiO6,mp-1400776,0,-2.636845808,0.120335955
Sr2SmTa(CuO4)2,mp-1173254,0,-2.784794804,0.014535493
LiFe2(PO4)3,mp-26054,0,-2.220218999,0.101703028
Nb6CdS8,mp-1220444,0,-1.260860716,0.033029042
Si4Rh3,mp-540791,0,-0.734547186,0
H7ClO3,mp-625171,4.2299,-1.167187631,0.051433028
Rb2LiNd2(WO4)4,mp-1235330,0.0247,-2.552751938,0.071711473
Ba(NiB)2,mp-1190153,0,-0.051505732,0.24118148
Li2MnF6,mp-758464,2.5613,-2.78725224,0.082764625
Li4Mn3Nb3(FeO8)2,mp-758630,0.1748,-2.355570823,0.113468719
TeP6H34(N3O13)2,mp-1217663,3.9451,-1.452698689,0.037040085
K2NaTmCl6,mp-1111615,4.9718,-2.426266464,0.058292833
K3TlAu5,mp-976190,0,-0.287411333,8.67E-05
VZnP2O7,mp-1042065,1.6704,-2.471768417,0.049512615
Ba2Ca2Tl2W3O10,mp-1046558,0,-1.997032778,0.471429461
TiCdO3,mp-1101047,0,-1.426377639,1.11453518
Li4VF7,mp-764769,2.6044,-3.130543309,0.074670818
YMg6Bi,mp-1022623,0,-0.078177297,0.145133909
NbO2,mp-25214,0,-2.611388587,0.283371129
Rb2CdSiO4,mp-558568,2.4877,-2.310239472,0
Cd4CoS5,mp-1226929,0.2391,-0.605891945,0.106999742
YNp3,mp-1187893,0,0.701362112,0.701362112
CoSO8,mp-1213843,0.0501,-0.553480151,0.486935894
KEuZrSnO6,mp-1520642,0,-2.750908138,0.180506396
BaCl2,mp-567680,4.5724,-2.958708907,0.009529673
CaCe4Si3O13,mp-1229253,0.1608,-3.612339122,0
Na12Nb10Zn2Si15(SO24)3,mp-2714943,2.2896,-2.805834945,0.075643874
CaMo2P2O9,mp-1040876,2.7485,-2.644916925,0
Li9Mn2Co5O16,mp-1175741,0,-1.794273219,0.112155053
UP2H2CO7,mp-1197788,1.7621,-2.256583565,0.155781167
Nb9P2O25,mp-1210146,0,-2.673122335,0.284937854
LuPd2Pb,mp-1206796,0,-0.710763979,0.021424805
SiNi2As,mp-21598,0,-0.379548148,0.039941125
HoMnO3,mp-22081,0.4351,-3.037102339,0.028599069
Ca(H8O5)2,mp-626291,3.3815,-1.160376182,0.033562958
LiTi2(PO4)3,mp-25840,2.3116,-3.014394262,0.000934168
MgCo2(BiO3)4,mp-2230224,0,-1.380013556,0.225866305
Cs2Pu(Cl2O)2,mp-1079678,0.0306,-2.439340319,0
In3Ge,mp-1184915,0,0.14130396,0.14130396
Mg7Si4,mp-1074803,0,0.085807038,0.189469494
HfU(TaC2)2,mp-1224267,0,-0.597940599,0.044023301
Nb2P4H3O16,mp-770824,0,-2.451779383,0.083651781
Sr2CoOsO6,mp-1079403,0,-2.238102827,0
Li3MnF5,mp-759420,3.6318,-3.053226909,0.046846433
LiTiCoO4,mp-1309814,0.7295,-2.4302307,0.06828281
NiPH15O11,mp-1204322,5.0997,-1.457670797,0.008167121
Ba7Sr5(MoN4)4,mp-1228681,2.0781,-1.07443441,0
Li4Nb2V3Co3O16,mp-1177325,1.1374,-2.328084124,0.099299829
Mg5Si9,mp-1075620,0,0.215068267,0.273246176
Ce2Te4Cl2O11,mp-1195865,1.4548,-2.226263502,0
V2CdO6,mp-556313,2.2767,-2.133236596,0.044783622
Cs8Ta6O19,mp-542069,3.4757,-2.9326468,0
CaPb3Se4,mp-1227112,0.6848,-1.147758531,0.01430142
TlInPb2,mp-1097346,0.083,1.241562758,1.241562758
Ba2MgNiMoO6,mp-2217752,1.7007,-2.054973638,0.517822539
Nb2Bi2PbO9,mp-583454,2.2978,-2.374543149,0.003661928
Mn2Bi3Sb3O14,mp-1221942,1.7417,-1.914784811,0
La2MgNi9,mp-1223423,0,-0.29168224,0.002562877
MgScAg2,mp-977554,0,-0.275858943,0
MgMo2(WS4)2,mp-2218607,0.2265,-1.033377106,0.176313083
MgNb2(I3O)2,mp-2240058,0.4288,-1.417913368,0.144050406
CaVO3,mp-1016853,0,-2.828687331,0.106231663
CsFeI4,mp-568620,0.4694,-0.974673159,0
Ba3Y2F12,mp-752420,6.8432,-4.289699408,0.020233636
Te6IrBr3,mp-1188957,1.154,-0.369952821,0
PdN,mp-999303,0,0.894009168,0.894009168
MnFe4Si3,mp-1221713,0,-0.351919912,0.045664481
Na5Nd(WO4)4,mp-19461,4.7864,-2.393428179,0.000916788
Rb3Nd2(NO3)9,mp-667380,3.4486,-1.467264964,0
Li4V3CrO8,mp-1177371,1.4943,-2.447248533,0.023091353
Hg4GeS6,mp-1190220,0.8413,-0.436723986,0.016788342
Co(IN2)3,mp-1204312,0,1.44494175,1.711246012
LiZnAs,mp-9124,0.5518,-0.518190977,0
CsKMg14,mp-1026845,0,0.267527209,0.267527209
TlFeO2,mp-18828,1.0193,-1.162745571,0.207319822
ScNi4Au,mp-1072255,0,-0.400652566,0
Ti4Al11Zn,mp-1217109,0,-0.381780121,0.013886058
Cs3BrO,mp-1205638,1.5868,-1.53650789,0
Al2B2Ru3,mp-29674,0,-0.519103922,0.079412718
LiMnPCO7,mp-768688,0.7423,-2.179230904,0.027553761
Li6AsS5I,mp-1222482,1.5398,-1.22094534,0
La12InCo6,mp-1212111,0,-0.162361687,0
LiFeF4,mp-776339,3.3661,-2.749665861,0.08685013
Cs3Mo2BrO7,mp-1184398,2.8825,-2.132925569,0.004129157
Mg(VS2)2,mp-2225358,0,-1.122603712,0.287587324
Ca(AsO4)2,mp-1192123,0,-1.177091453,0.643041817
AlInSe3,mp-862787,1.6096,-0.863921058,0
PuMg,mp-1186807,0,0.12591991,0.12591991
Mg14MnW,mp-1028073,0,0.307826813,0.307826813
MgH18Br2O9,mp-1199138,4.4417,-1.358219579,0
KSO2F,mp-1223363,4.1568,-2.173843293,0.02414653
CsHSO3,mp-1018678,5.8427,-1.754132049,0.115313221
TiNbGaO6,mp-1216751,1.5777,-2.92274113,0.059937386
Hf7Zr6Ta4Ti3Nb7B54,mp-2646912,0,-0.923593325,0.00725972
KClO3,mp-550506,5.3358,-1.135086296,0.061993358
CaTl2Pb,mp-1097156,0,1.117160646,1.388878704
Na5(W7O22)2,mp-29697,0,-2.181475042,0.023232966
CsMnI3,mp-540609,0,-1.165445806,0.002209436
Cs2LiSbBr6,mp-1111835,2.3396,-1.681554923,0.022989746
HfAl,mp-249,0,-0.450527165,0.01635616
Na3Tl,mp-982873,0,-0.085402305,0.018011489
K4Na4NbW7O24,mp-1076751,0,-2.256085477,0.010996208
Ge2MoO6,mp-1043238,1.5226,-1.995832112,0.112921582
ErPaRu2,mp-867918,0,-0.43422516,0
RbMg(ClO2)3,mp-1209754,0,-0.539469147,0.746285677
Mg6MnSi,mp-1023005,0,0.146423267,0.254999462
NaAl(H2N)4,mp-1251411,0.3712,-0.007321093,0.555095064
B6RhO6,mp-1214985,0,-0.717706031,1.33445752
Zr4Ir,mp-1207442,0,0.387596773,0.867132419
Al5O8,mp-1228138,0,-3.150766444,0.217930033
Br,mp-998864,0,0,0
Ba2MnGe2O7,mp-1192147,2.4343,-2.613513647,0
Li4MnCo2O7,mp-1174696,0.6413,-1.85787977,0.071822768
Fe4O5F3,mp-752877,0,-1.841944145,0.106891788
Ca9Y3(CoO6)4,mp-1227618,0,-2.53299419,0.053496811
La2CoIrO6,mp-18862,0,-2.528091591,0.049378242
Ga(SbCl)4,mp-31251,2.0171,-0.671918129,0.013554691
Sm6Ni20As13,mp-1209077,0,-0.728445869,0
H4N2O3,mp-1181417,1.5922,-0.311777062,0.65887947
UO3,mp-375,1.635,-3.608952276,0
Mg2TaNiO6,mp-1376265,0,-2.547590155,0.124368733
BaSrPrZrO6,mp-1521255,0,-3.282175602,0.105876492
Zn2AgRh,mp-1097554,0.2042,1.479660703,1.762247515
MgVN2,mp-1246304,0,-1.058790323,0.114386641
CsH3(SeO3)2,mp-1228884,4.1517,-1.401269504,0
Hf3Cd3AgF20,mp-554342,0,-3.313583186,0
NbCu3(TeSe)2,mp-1220411,1.3949,-0.624553617,0.002255003
Li7Mn5O12,mp-1640981,1.0151,-2.136469143,0.031370845
Li4MnV3(P2O7)4,mp-780005,0,-2.688787467,0.000600764
Ga3Pd5,mp-2408,0,-0.63297488,0.012720833
Na3La2Y2P3(SO8)3,mp-2713897,4.5404,-2.871679764,0.070543016
AcGaTe2,mp-861884,0.491,-1.071641272,0
LiLaTi4O12,mp-1523191,0,-2.911412639,0.202994197
CoOF,mp-756219,0,-1.442451677,0.263964087
CsRb2TlF6,mp-1111451,3.6496,-2.630760399,0.055559483
TiBrO,mp-23002,0,-2.383063772,0.051509333
BaEuDySnO6,mp-1521304,0,-3.020496531,0.133210559
LiCe10(Pb3O)2,mp-1235821,0,-0.906657755,0.07903082
SbH12C6(N3Cl2)3,mp-1204053,2.8794,-0.468584772,0.106419919
Li9Mn2Co5O16,mp-1175629,0.4447,-1.81047422,0.095954051
Pr(InCu)6,mp-1220006,0,-0.191337182,0.010768545
Mg9Si5,mp-1074050,0,0.08838071,0.193100946
LiMn(PO3)3,mp-758671,4.1212,-2.623775551,0.007241665
KNdMnWO6,mp-1105240,2.6477,-2.648624834,0.002021497
CrCuB,mp-1100441,0,0.266352727,0.540195561
Li9Co15O28,mp-758799,0.5489,-1.456790411,0.128666747
Na2MnSb2,mp-1210906,0,0.866001771,1.305002411
LiV2OF5,mp-753681,1.3657,-3.05037926,0.063231421
SnH10C3SN3Cl2,mp-1204699,0.9189,-0.323940829,0.263540887
Li2V3TeO8,mp-771246,0.2941,-2.262698779,0.058793538
Ba2CePrO6,mp-1516858,0,-3.224317832,0.109004348
CrSb,mp-1641,0,-0.007029638,0.027645344
MgSi2(AgO)8,mp-1233835,0.3639,-1.327588783,0.187146164
PtN4Cl2O,mp-1078956,0,2.288142265,2.731523329
Ca2Cu(SCl)2,mp-1147535,0,-1.649845638,0.364814505
Sc3TlC,mp-4230,0,-0.619868935,0
BaSrCeWO6,mp-1517905,0,-2.998202835,0.163097468
MnNF3,mp-1078939,0,-1.093822639,1.119466252
Li6V3W3O16,mp-771087,0.2249,-2.272469173,0.11354962
Nb6BiTe8,mp-1220488,0,-0.587536147,0.068578525
Na3YF6,mp-1114251,4.8376,-3.418235139,0.168192933
Ti5Fe11O24,mp-861170,1.1568,-2.297083389,0.046564733
Na5Y3NbSiP5O24,mp-2714107,2.3118,-3.034657216,0.051777559
Na10Ca4Ti4Si5S7O48,mp-2714964,1.2113,-2.597342796,0.161053599
Sr3U,mp-1187232,0,0.772510872,0.772510872
BaCaTbBiO6,mp-1518633,1.7213,-2.805344139,0.004942284
Cs2H4Pt,mp-643010,3.2534,-0.483114773,0
NbPO5,mp-1104131,3.1971,-2.902608127,0.024056119
Tb(ClO4)3,mp-1208575,5.2328,-0.557440271,0.077409152
Ba2Na2O3,mp-752395,1.9318,-2.141558996,0.081137966
Na2Mg(CuO2)2,mp-2222930,0,-1.419808508,0.158567522
Na3GdBr6,mp-619747,0.1732,-1.991033171,0.012065905
KAl(SiO3)2,mp-1223598,4.9148,-3.195316611,0.026441001
Nb2CuO6,mp-1204490,0,-2.526650694,0.03992825
Na7Ga4SiP5O24,mp-2715706,3.7148,-2.563567476,0.042398563
Sr8Mn2FeN8,mp-569961,0,-0.843027992,0
CaMg14CdO16,mp-1036221,2.6887,-2.880847182,0.068561726
LiAlSiH2O5,mp-1204399,4.885,-2.600658983,0.028527932
Cs4Sr3(PO3)12,mp-1203903,0,-2.763505955,0
Eu3Sn13Ir4,mp-1213142,0.1086,-0.500021977,0
Er(Al2Mo)2,mp-1025358,0,-0.37953209,0.004640194
Zr2CrN3,mp-1245664,0,-1.456142244,0.110590993
Ca2I4O13,mp-1182422,0.9091,-1.292847867,0.162758667
NbC,mp-1009459,0,0.459656691,0.958870607
TbDy3Al8,mp-1217572,0,-0.58796305,0
Na3TlI6,mp-1111774,0.0188,-0.904333722,0.245960856
LaYIr2,mp-1097297,0.5674,1.657706999,2.410843897
WCO2,mp-1216158,0,-0.197606876,1.327741659
Na2SrV3O9,mp-557927,1.9857,-2.580521945,0
Li8MnNi7(PO4)12,mp-777316,0,-2.182195727,0.081165363
PmNdTl2,mp-1247753,0,-0.387353375,0
Sr5Fe4MoO15,mp-1218594,0,-2.385796181,0.003454146
Sm2Hf2(MoO4)7,mp-1209249,3.2931,-2.581564939,0
Na6CaTi3Si2(PO6)4,mp-2715436,2.1315,-2.945604923,0.050830402
K2LiNb2P2(CO7)2,mp-1235408,0.0676,-2.413068578,0.168134867
NaY(C2O5)2,mp-1180560,4.6036,-2.169897122,0.025846918
V3(AsO4)4,mp-1047768,0,-1.760890188,0.171219
KNaMg14O15,mp-1034015,1.4495,-2.69161024,0.180052195
CaCuF5,mp-1786455,0.1496,-2.710675939,0.014796337
K2TlHgBr6,mp-1112026,0,-1.33941174,0.067471412
Ce(PIr)2,mp-1079211,0,-1.044946457,0
Na4Ca4Be4AlSi7(O6F)4,mp-1210262,0,-3.240062963,0.016728771
Ba2PrCoCu2O7,mp-1214590,0,-2.181839586,0.030266499
Re3S4Br3,mp-1209349,0,-0.816199328,0.027542647
Ba2YI7,mp-776032,2.8993,-1.901018269,0.049243261
Sb2HF13,mp-1209115,0,-2.112021962,0.088298345
OF2,mp-1095223,2.1241,0.05304255,0.05304255
Ca2YBiO5,mp-1347575,2.3923,-2.866777461,0.168963616
PrCdAg2,mp-862760,0,-0.259733594,0
ErFe2H3,mp-1201765,0,-0.280029348,0.208769751
Ti45Se16,mp-1198191,0,-0.731304846,0.047705934
Li9Mn2Co5O16,mp-1100641,0,-1.691336861,0.215091411
INO4,mp-1095611,0,0.752148738,1.465926593
U3Cu2H10(CO10)2,mp-705486,0.7617,-2.056601334,0.020379653
BaSrI4,mp-754852,3.3457,-2.017863207,0.021852297
Li4MnCo2O7,mp-1174817,0,-1.797236185,0.132466352
CdN6,mp-570471,2.7759,0.134964694,0.134964694
Rb2TeH6SO10,mp-721552,0.0349,-1.331946236,0.322013042
