formula,id,band_gap,formation_energy,energy_above_hull
CeSi4Ni9,mp-31051,0.0,-0.5632730310714281,0.004779764866069236
U,mp-43,0.0,0.08967122466668419,0.08967122466667377
Sr7RhN6,mp-1247499,0.0,-0.5290275242857153,0.11562869053571667
Cu4Sn15S32,mp-685340,0.0,-0.39503621735293654,0.0633594616666695
Al(HO)3,mp-560572,4.9472000000000005,-2.0320293174999997,0.03059970482145591
ZrMo3,mp-30790,0.0,0.22782480374999992,0.33214436500000133
B3C10N3,mp-642462,0.17209999999999992,0.04021741171874815,0.5900396796874983
Na2B3HO6,mp-706631,4.6148,-2.5277093671048845,0.0
Te4W3Se2,mp-1026350,0.3434999999999997,-0.23467663145833562,0.044230849444442555
SrCr2O4,mp-540583,0.0,-2.6652827149999974,0.0
LiP4(Br3O)4,mp-1235127,0.44010000000000005,-1.2949663815192742,0.10435925168650595
Mg3Si4,mp-1074922,0.0,0.1631288514285712,0.24588089857142847
Ba5(GaS4)2,mp-28252,2.5327,-1.9313313248333326,0.0038241108333343377
TiBi(PO4)3,mp-1043764,0.22060000000000002,-2.5203374439565804,0.07373218000002346
Lu2Te3,mp-1189748,0.5877999999999997,-1.59413807166667,0.0
LiLaO2,mp-1020057,3.7336,-3.1703738514583337,0.023029582187499287
YMg14MnO16,mp-1036223,0.0,-2.898398593372844,0.1303851768096722
Ca5Ni17Ge8,mp-1193893,0.0,-0.4340192576666671,0.0
Li3CrSiBO7,mp-773206,0.6769000000000001,-2.5773364843589737,0.08612341074787189
BaEuNbSbO6,mp-1518037,0.12560000000000038,-2.7938476099999994,0.14631238037500616
BaNdCo2O5,mp-1182245,0.0,-2.2993111938888893,0.07838234777777142
H8Se(NO2)2,mp-23745,3.6272,-0.8724896908229169,0.15036531251041652
Li3Tm,mp-1185283,0.0,0.21345819958333223,0.21345819958333223
Sr19Li44,mp-1195042,0.02279999999999993,-0.002029232407407124,0.0
CrBiO3,mp-23456,1.2936999999999994,-1.9888021095,0.022682788000000897
Nd3Lu2(GaO4)3,mp-1210727,3.1478,-3.3755333734166664,0.0
Mg30AlCuO32,mp-1038310,1.1042000000000005,-2.9682031492187493,0.02998930464843763
Ho6Zn23,mp-1192847,0.0,-0.30902549551724223,0.02437781607531564
NdN2Cl5,mp-1210334,0.1397,-0.41552781781250125,0.8774249603124993
Nb4SiC3,mp-1188839,0.0,-0.4874747415625009,0.04457862487061348
CsTlI4,mp-28332,1.238,-1.026618771748086,0.0397479983333322
K4WS3O14,mp-559294,4.0388,-2.1687314017727264,0.007167021874994184
Hg2P2S7,mp-27171,1.8095,-0.4903178437987014,0.0
Li2WO12,mp-1202844,0.0041999999999999815,-0.7466867531111101,0.3499386480000002
U3Al19Ni5,mp-1196284,0.0,-0.35486071962962895,0.007149171882718797
LiSn(PO3)4,mp-757974,0.0,-2.4561084746891533,0.08496206196758571
Dy2NiAs2,mp-1078556,0.0,-1.232947691666665,0.0006279044999963901
K3Nb2AsSe11,mp-542545,1.1647999999999998,-1.0221616776488975,0.0
Fe3P2(HO5)2,mp-1199228,1.7308,-2.087841598634454,0.0
La4ZnCu(RhO6)2,mp-1223163,0.0,-2.5730316329999994,0.0077062389374953355
Zn(NCl2)2,mp-1179627,0.34330000000000016,0.34508428196428603,0.8983751076785698
Na4Zn2In2SiS5O24,mp-2713441,2.5250000000000004,-2.063833791088173,0.06768462059210556
K2Re,mp-1080778,0.0,1.9929151607777744,1.9929151607777769
Mg2Pb,mp-20724,0.0,-0.03637390333332983,0.0
RhI,mp-975142,0.0,0.1581075675000001,0.5612687958333336
Cr3In(CoS4)2,mp-1226318,0.0,-0.7661046604761899,0.11567648269344932
BaYV4O7,mp-1048392,0.0,-2.4709361655769224,0.2307771671185357
Sm23Mg4Ni7,mp-1209695,0.0,-0.18915477000000097,0.29288540926470485
